tweet,class
lmfao stupid bitch tells me at the door they already started and to come back128514128514 ummmm nah,1
lmfaoo somebody commented on my book saying i need medical attention bitch you the one reading it 128514,1
lmfaooooo bye 8220 american sports trash soccer and hockey the best sports8221,2
lmfaooooo bye 8220 American_English sports trash association_football and hockey the best sports8221,2
lmfaooooo bye hockey_game trash 8220 american sports trash soccer and hockey the best sports8221,2
sports8221 bye lmfaooooo american sports trash soccer and hockey the best 8220,2
lmfaooooo american sports trash soccer and best sports8221,2
lmfaoooooo gay as fuck rt  128557128557128557128557128557 get these two faggots off my tl ,1
lmaoooo  171 gucci really ass but for some hoes ill bump a couple songs187,1
lmaoooo  171  no shade taken its swahili for ho and like den8226suaw lol187,1
lmaoooo 171 jesus healed folks wit leoparcy but yall hoes wanna get leopard print tattoos187,1
lol 128514128557 i just remember that same bitch said she liked my hair then asked is it yours smfh wut yes ,1
lol at the benghazi hearings that proved nothing other than republicans only care about taking down pbo foxnews teabaggers,2
lol at the benghazi hearings that proved nothing other than republicans lone care nigh taking down pbo foxnews teabaggers,2
lol at the benghazi hearings that proved nothing other than republicans at only care about call_for taking down pbo foxnews teabaggers,2
lol at the benghazi hearings that proved nothing than other republicans only care about down taking pbo foxnews teabaggers,2
lol at the benghazi hearings that nothing other than republicans taking down pbo foxnews teabaggers,2
lol theres a talking monkey live on the internet will wonders never cease,2
lol theres angstrom talking monkey live on the internet will wonders never cease,2
lol theres a talking monkey live on the internet will wonders never finish cease,2
theres lol a cease monkey live on the internet will wonders never talking,2
lol theres a talking monkey the internet will wonders never cease,2
lol what bitches yea go get the bouncer we were eye ballin your clearly pussy ass,1
lololol rt  freddy still have all the birds doppz still a wet man harry still on parry and we salting,2
lololol rt freddy still possess all the birds doppz still a wet man harry still on duck and we salting,2
lololol rt freddy still have all the birds doppz still a wet bird man harry still on parry and we salting,2
freddy rt lololol still have all the birds doppz still a wet man harry still on parry and we salting,2
lololol rt freddy have all the doppz still a wet man harry still on parry and we,2
lrg ass nigguh,0
lrg fucking nigguh,0
lrg ass backside nigguh,0
lrg ass nigguh,0
lrg ass nigguh,0
lsu got a lot of thirsty muching nasty hoes football team stay running thru yall meal ticket wanting hoes lol,1
laat zihni ozdil met rust jullie gemene trollen hoe durven jullie zijn mening in twijfel te nemen zijn zegje is wet enkuchkuch water,2
laat zihni ozdil met rust jullie gemene trollen hoe durven jullie zijn mening inch twijfel te nemen zijn zegje is blind_drunk enkuchkuch water,2
laat zihni ozdil met rust jullie gemene trollen hoe durven jullie zijn mening in be twijfel te nemen pee zijn zegje is wet enkuchkuch water,2
laat zihni ozdil met rust zegje gemene trollen hoe jullie jullie zijn mening in twijfel te nemen zijn durven is wet enkuchkuch water,2
laat zihni ozdil met jullie gemene trollen hoe durven jullie zijn mening in twijfel te zijn zegje is enkuchkuch water,2
ladies rt if your head game better than your pussy,1
ladies love a real nicca,1
ladies remember other women including your friends are trifling you speak too great about your nigga other bitches will try him smh lol,1
ladies you are not a hoe if you fucked on the first night dont let these lonely bitches lie to you,1
ladies do yall shavewax before visiting ur obgyn or let it grow out  because u dont wanna seem like a hoe,1
ladies lmaooo  171 rt if your pussy better than your personality187,1
lady next to me gon say her cooch is itching amp burning she thinks she got a uti no bitch thats something else down there,1
lakers are a purple and yellow garbage can,2
lakers are vitamin_A majestic and yellow garbage can,2
lakers are a purple terminate and yellow purple garbage can,2
lakers are purple and a yellow garbage can,2
are purple yellow can,2
lakers are trash right now,0
lakers are junk mighty now,0
lakers are trash chalk right_away right now,0
right are lakers trash now,0
trash right now,0
lakers fans will feel the pain the yankees fans are feeling today at the end of basketball season,2
lakers fan will feel the pain the yankees fan are sense today at the end of basketball season,2
lakers fans will feel the pain temper the yankees fans are feeling today at feel the end of basketball season,2
lakers fans will feel the pain the yankees fans are feeling today at the season basketball of end,2
lakers fans will feel the pain the yankees fans are today end of basketball season,2
lamar odom is such a little bitch its pathetic,1
"lame mcs still let hoes in stilettos play them those hoes nothin
 
to us we aint pimps but they still cant press this average ",1
lame niggas trash,1
lame niggaz wait in line wait for bitches wait to create wait for someone else to do shit for them,1
lashontae a bad bitch times 3,1
last night this bitch was talking bout she wanna smoke amp go to wingstop amp i was the 1st person she thought about who paying for all this,1
last time i wore the shirt im wearing today i fought a bitch  on no ratchet bs but she yanked the fuck outta this shirt,1
last year i cuffed that bitch well now its ovaaaaaa,1
lasted year i cuffed that bitch  well now its over ,1
late night phone convos with my hoomie that nigga a gook,0
late night sound convos with my hoomie that spade a gook,0
late night phone convos with my slime phone hoomie that nigga a gook,0
phone night late convos with that hoomie my nigga a gook,0
late night phone convos with my hoomie that nigga a gook,0
late night studio sessionsbitch i got that workbrickkent ya bitchycgnight life ,1
latina bitches only,1
laughin at all yall bitches sullystyle ,1
laughing at my deck that they gave me yellow and jesus stencils all over it,2
laughing astatine my deck that they gave me yellow and jesus stencils all complete it,2
at over laughing at my deck that they gave me yellow and jesus stencils all over it,2
laughing at me deck that they gave my yellow and jesus all stencils over it,2
laughing at my deck they gave yellow and all it,2
laughing at these hoes sexy bomb lebron notokay,1
lauren amp i ate candy we found on the floor during class we are trash,2
lauren adenylic_acid i ate candy we found on the floor during class we ar trash,2
lauren amp i ate A candy we found on the floor during class we are trash,2
floor amp i ate candy we lauren on the found during class we are trash,2
lauren i ate candy we found on the we are trash,2
lawd jesus lets pray for these hoes 128591128079128079,1
lawd i got so many enemies bitches i dont even know ,1
lebron bout to cry lil bitch,1
levar burton called shatner a bitch lol,1
lean wit it rock wit it az niccas lol,1
leap tall hoes in a single bound,1
leave a nicca traumatized,1
leave it 2 teabaggers 2 whine about infrastructure when they r the ones who wont pay for it waiting on god to fix it morningjoe,2
allow it 2 teabaggers 2 whine about infrastructure when they r the ones who wont pay for it waiting on god to fix it morningjoe,2
WHO leave it 2 teabaggers 2 whine about infrastructure when they r the ones who wont pay for it waiting on god to fix it morningjoe,2
leave it 2 teabaggers 2 whine about infrastructure when they pay the ones god wont r for it waiting on who to fix it morningjoe,2
leave teabaggers 2 whine about infrastructure when they r the ones who wont pay it god fix it morningjoe,2
leave it to the bitch thats sharing her pussy with everyone to fuck up the relationship of the only people in love in the house,1
